Age,Weight,Duration,Heart_Rate,Body_Temp,Calories
28,85.0,26.0,110.0,40.8,172.0
21,68.0,6.0,86.0,39.2,23.0
58,97.0,16.0,80.0,40.3,61.0
66,51.0,22.0,105.0,40.7,150.0
41,89.0,6.0,90.0,39.6,26.0
34,90.0,12.0,93.0,40.2,53.0
36,98.0,11.0,93.0,39.8,52.0
20,102.0,4.0,91.0,39.1,15.0
50,74.0,11.0,88.0,40.0,48.0
71,74.0,29.0,105.0,41.0,191.0
69,93.0,3.0,91.0,38.6,18.0
39,76.0,16.0,100.0,40.3,87.0
29,60.0,18.0,102.0,40.4,103.0
33,86.0,30.0,106.0,40.5,188.0
29,67.0,30.0,102.0,41.2,152.0
44,75.0,27.0,115.0,40.7,193.0
57,58.0,12.0,93.0,40.2,63.0
48,65.0,7.0,78.0,39.7,24.0
22,62.0,4.0,81.0,38.7,13.0
67,66.0,28.0,108.0,40.5,195.0
61,61.0,16.0,99.0,40.4,95.0
53,69.0,12.0,94.0,39.9,62.0
69,92.0,6.0,90.0,39.1,34.0
37,89.0,6.0,92.0,39.2,26.0
46,72.0,15.0,99.0,40.2,83.0
29,82.0,5.0,86.0,39.1,15.0
25,83.0,13.0,94.0,40.1,52.0
61,61.0,3.0,84.0,39.0,13.0
75,89.0,13.0,81.0,40.2,60.0
26,65.0,12.0,92.0,40.2,54.0
52,67.0,3.0,87.0,38.4,13.0
38,56.0,7.0,83.0,39.2,27.0
31,87.0,3.0,89.0,38.5,11.0
33,77.0,3.0,81.0,38.5,7.0
59,79.0,27.0,107.0,40.4,203.0
57,74.0,22.0,106.0,40.3,158.0
28,99.0,18.0,101.0,40.7,100.0
46,76.0,21.0,100.0,40.4,121.0
60,99.0,22.0,98.0,40.6,146.0
55,61.0,17.0,103.0,40.7,108.0
26,75.0,12.0,89.0,40.0,49.0
35,78.0,8.0,86.0,39.7,25.0
22,49.0,23.0,97.0,40.9,120.0
67,93.0,12.0,93.0,39.7,73.0
28,61.0,8.0,85.0,39.5,31.0
28,68.0,3.0,81.0,38.5,10.0
50,74.0,21.0,101.0,40.5,127.0
70,84.0,8.0,96.0,39.4,44.0
66,96.0,22.0,108.0,40.6,184.0
33,56.0,19.0,97.0,40.5,101.0
30,64.0,11.0,89.0,39.9,47.0
39,77.0,10.0,89.0,39.6,43.0
37,87.0,8.0,92.0,39.4,35.0
70,67.0,12.0,94.0,40.1,66.0
42,60.0,7.0,81.0,39.3,26.0
54,87.0,14.0,103.0,40.3,96.0
23,65.0,4.0,77.0,38.8,11.0
67,57.0,10.0,84.0,40.0,45.0
21,99.0,15.0,99.0,40.1,74.0
47,87.0,23.0,103.0,40.4,150.0
55,89.0,10.0,83.0,39.5,39.0
31,67.0,29.0,98.0,41.0,152.0
52,93.0,14.0,98.0,40.2,86.0
27,71.0,12.0,97.0,40.4,52.0
71,70.0,11.0,105.0,39.5,73.0
27,56.0,17.0,101.0,40.1,96.0
65,68.0,21.0,99.0,40.6,124.0
29,64.0,29.0,114.0,40.8,201.0
65,65.0,2.0,85.0,38.0,8.0
28,86.0,22.0,104.0,40.4,126.0
56,66.0,13.0,96.0,40.3,71.0
26,54.0,24.0,102.0,40.6,138.0
54,57.0,26.0,100.0,40.6,156.0
54,72.0,15.0,89.0,40.2,69.0
39,70.0,22.0,100.0,40.7,117.0
38,73.0,14.0,91.0,40.1,55.0
36,73.0,2.0,70.0,38.3,4.0
63,82.0,16.0,94.0,40.1,83.0
32,93.0,15.0,103.0,40.1,89.0
64,65.0,25.0,99.0,40.9,149.0
40,60.0,17.0,95.0,40.1,88.0
25,81.0,16.0,98.0,40.3,73.0
54,108.0,18.0,97.0,40.2,115.0
26,88.0,15.0,94.0,40.2,62.0
61,112.0,23.0,99.0,40.6,164.0
24,61.0,23.0,98.0,40.9,119.0
27,84.0,11.0,91.0,39.7,40.0
64,96.0,13.0,92.0,39.6,76.0
44,54.0,20.0,96.0,40.5,92.0
24,78.0,10.0,82.0,39.7,20.0
24,75.0,20.0,99.0,40.3,91.0
44,101.0,8.0,88.0,39.3,35.0
40,64.0,25.0,103.0,40.5,149.0
24,79.0,28.0,107.0,40.6,163.0
47,98.0,9.0,79.0,39.3,28.0
23,69.0,14.0,101.0,40.5,65.0
29,73.0,18.0,104.0,40.8,99.0
31,111.0,27.0,110.0,41.1,197.0
28,55.0,11.0,84.0,39.9,42.0
27,48.0,3.0,86.0,38.8,12.0
22,73.0,12.0,89.0,40.0,48.0
28,94.0,5.0,93.0,39.1,21.0
57,77.0,21.0,99.0,40.4,130.0
35,67.0,7.0,94.0,39.4,29.0
38,89.0,26.0,106.0,40.9,171.0
33,82.0,21.0,101.0,40.7,114.0
37,83.0,29.0,104.0,40.8,177.0
28,76.0,7.0,89.0,39.6,23.0
28,55.0,28.0,113.0,40.7,194.0
28,79.0,22.0,105.0,40.6,126.0
58,61.0,19.0,97.0,40.4,108.0
28,69.0,13.0,99.0,40.0,68.0
39,89.0,15.0,90.0,40.5,63.0
25,66.0,4.0,82.0,39.1,14.0
70,73.0,16.0,99.0,40.3,107.0
76,58.0,5.0,82.0,39.0,22.0
69,89.0,9.0,93.0,39.6,55.0
20,56.0,22.0,99.0,40.3,116.0
57,92.0,8.0,90.0,39.5,41.0
28,87.0,18.0,91.0,40.6,68.0
49,101.0,16.0,95.0,40.1,91.0
35,83.0,16.0,102.0,40.2,91.0
53,102.0,2.0,89.0,38.2,10.0
23,53.0,25.0,109.0,40.5,161.0
50,97.0,20.0,92.0,40.4,104.0
22,88.0,3.0,79.0,39.0,5.0
59,98.0,14.0,92.0,40.2,79.0
28,54.0,8.0,84.0,39.7,31.0
44,77.0,4.0,75.0,38.7,11.0
49,82.0,13.0,88.0,39.6,55.0
46,70.0,9.0,92.0,39.7,43.0
21,74.0,9.0,94.0,39.5,33.0
29,80.0,9.0,93.0,39.5,36.0
42,87.0,10.0,99.0,39.6,57.0
65,78.0,30.0,112.0,40.6,256.0
60,78.0,19.0,91.0,40.3,92.0
52,102.0,5.0,82.0,38.9,20.0
44,89.0,13.0,94.0,40.2,66.0
66,68.0,19.0,101.0,40.2,117.0
44,106.0,15.0,92.0,40.5,77.0
24,63.0,12.0,85.0,39.8,45.0
33,98.0,27.0,111.0,40.5,196.0
23,82.0,14.0,91.0,40.3,48.0
65,84.0,9.0,85.0,39.4,41.0
41,56.0,11.0,98.0,39.8,61.0
38,83.0,30.0,104.0,40.9,184.0
26,67.0,13.0,92.0,40.1,58.0
68,60.0,16.0,95.0,40.4,91.0
23,68.0,17.0,92.0,40.2,75.0
74,57.0,26.0,102.0,40.8,170.0
73,92.0,2.0,68.0,38.2,5.0
62,67.0,21.0,102.0,40.6,130.0
36,63.0,23.0,105.0,40.7,141.0
36,52.0,28.0,112.0,40.9,197.0
26,63.0,18.0,105.0,40.6,107.0
76,93.0,30.0,105.0,41.2,250.0
27,71.0,15.0,96.0,40.1,62.0
73,78.0,3.0,79.0,38.2,12.0
52,81.0,19.0,106.0,40.7,134.0
26,80.0,11.0,83.0,39.7,26.0
25,86.0,11.0,97.0,40.1,50.0
20,61.0,18.0,94.0,40.6,84.0
47,85.0,8.0,97.0,39.9,44.0
22,70.0,27.0,107.0,40.5,162.0
78,60.0,9.0,85.0,39.7,43.0
74,99.0,28.0,104.0,41.0,230.0
77,94.0,12.0,104.0,39.9,99.0
32,66.0,26.0,108.0,40.7,165.0
28,58.0,10.0,93.0,39.5,48.0
78,105.0,4.0,89.0,38.9,25.0
44,81.0,22.0,101.0,40.8,123.0
74,86.0,22.0,101.0,40.8,165.0
29,64.0,21.0,95.0,40.3,103.0
46,60.0,23.0,109.0,40.6,156.0
43,82.0,21.0,98.0,40.7,115.0
40,88.0,11.0,90.0,40.0,47.0
36,67.0,10.0,94.0,40.0,49.0
50,98.0,3.0,87.0,38.4,13.0
28,94.0,11.0,94.0,39.9,48.0
50,58.0,17.0,92.0,40.1,86.0
33,53.0,7.0,84.0,39.3,28.0
46,63.0,19.0,107.0,40.3,124.0
26,54.0,5.0,89.0,39.1,22.0
34,79.0,21.0,92.0,40.3,85.0
26,70.0,19.0,112.0,40.6,123.0
28,70.0,14.0,93.0,40.0,64.0
37,64.0,28.0,102.0,41.2,162.0
37,74.0,12.0,89.0,40.1,44.0
54,92.0,27.0,106.0,41.0,200.0
71,59.0,23.0,103.0,40.6,151.0
20,97.0,14.0,101.0,40.4,72.0
60,60.0,18.0,88.0,40.2,86.0
57,96.0,29.0,108.0,41.1,230.0
55,75.0,9.0,91.0,39.6,43.0
37,68.0,5.0,87.0,38.9,21.0
65,85.0,22.0,109.0,40.7,181.0
51,49.0,8.0,84.0,39.6,35.0
20,74.0,28.0,107.0,40.6,165.0
51,70.0,22.0,92.0,40.9,108.0
38,59.0,22.0,110.0,40.2,148.0
26,57.0,21.0,95.0,40.7,104.0
56,87.0,18.0,99.0,40.6,114.0
22,58.0,25.0,99.0,40.7,132.0
31,70.0,17.0,90.0,40.5,74.0
37,70.0,21.0,109.0,40.7,136.0
26,58.0,14.0,88.0,39.9,59.0
75,72.0,23.0,104.0,40.8,177.0
67,78.0,24.0,101.0,40.9,167.0
36,69.0,13.0,99.0,40.4,70.0
67,75.0,7.0,83.0,39.4,29.0
77,75.0,12.0,91.0,40.1,71.0
63,52.0,17.0,103.0,40.1,111.0
42,81.0,8.0,85.0,39.6,27.0
29,49.0,10.0,98.0,39.9,54.0
65,68.0,17.0,101.0,40.3,104.0
27,79.0,21.0,99.0,40.6,100.0
26,58.0,8.0,84.0,39.6,30.0
49,62.0,10.0,93.0,39.9,51.0
26,92.0,29.0,101.0,41.0,154.0
58,77.0,14.0,92.0,40.2,72.0
29,67.0,13.0,91.0,40.1,58.0
20,99.0,21.0,108.0,40.7,131.0
35,65.0,3.0,74.0,38.6,8.0
40,72.0,23.0,102.0,40.9,132.0
38,100.0,29.0,111.0,40.6,219.0
72,84.0,13.0,93.0,40.0,67.0
67,57.0,9.0,88.0,40.1,44.0
40,56.0,27.0,103.0,41.0,164.0
29,82.0,28.0,115.0,40.9,206.0
54,54.0,17.0,98.0,40.3,99.0
40,64.0,2.0,87.0,38.1,9.0
20,59.0,13.0,95.0,39.9,63.0
47,69.0,9.0,101.0,39.8,52.0
41,65.0,26.0,107.0,40.8,166.0
34,81.0,20.0,105.0,40.6,121.0
36,70.0,7.0,91.0,39.3,32.0
55,112.0,7.0,86.0,39.7,34.0
38,70.0,9.0,97.0,39.5,43.0
71,73.0,5.0,82.0,39.2,21.0
65,78.0,25.0,107.0,40.5,166.0
29,104.0,22.0,101.0,40.8,126.0
52,86.0,8.0,81.0,39.6,27.0
76,112.0,6.0,88.0,39.4,37.0
68,100.0,13.0,99.0,40.2,94.0
22,49.0,10.0,100.0,40.1,55.0
27,54.0,10.0,97.0,40.0,52.0
42,84.0,11.0,94.0,39.8,53.0
23,81.0,18.0,94.0,40.6,70.0
21,83.0,24.0,102.0,40.5,120.0
30,65.0,29.0,114.0,40.9,201.0
48,84.0,25.0,99.0,41.1,147.0
32,58.0,8.0,89.0,39.5,35.0
24,79.0,12.0,83.0,40.1,27.0
23,87.0,9.0,93.0,39.7,35.0
24,50.0,28.0,101.0,40.7,158.0
70,57.0,3.0,91.0,38.9,16.0
25,79.0,23.0,103.0,41.0,121.0
48,84.0,17.0,96.0,40.3,92.0
68,66.0,28.0,106.0,40.8,189.0
35,88.0,28.0,108.0,40.9,188.0
42,96.0,24.0,109.0,40.9,177.0
23,58.0,9.0,92.0,39.7,41.0
23,95.0,18.0,92.0,40.6,70.0
44,55.0,11.0,91.0,39.7,54.0
77,83.0,16.0,94.0,40.1,104.0
32,76.0,9.0,98.0,39.4,43.0
53,55.0,12.0,86.0,40.1,54.0
42,72.0,10.0,90.0,39.8,45.0
59,88.0,24.0,96.0,40.7,145.0
65,77.0,9.0,92.0,39.6,50.0
28,55.0,24.0,106.0,41.0,149.0
30,63.0,15.0,90.0,40.3,66.0
46,66.0,8.0,85.0,39.9,33.0
54,94.0,29.0,106.0,40.8,216.0
20,48.0,13.0,100.0,40.1,72.0
25,52.0,6.0,80.0,39.4,20.0
20,93.0,16.0,99.0,40.2,76.0
56,76.0,7.0,87.0,39.4,30.0
47,57.0,26.0,104.0,40.9,164.0
25,50.0,8.0,95.0,39.5,40.0
33,75.0,29.0,113.0,40.7,196.0
43,64.0,19.0,103.0,40.6,114.0
61,58.0,25.0,106.0,40.7,168.0
36,101.0,8.0,89.0,39.8,33.0
22,61.0,27.0,105.0,40.6,159.0
54,72.0,22.0,112.0,40.7,173.0
37,83.0,18.0,98.0,40.4,93.0
70,83.0,1.0,74.0,38.1,3.0
24,78.0,27.0,108.0,41.1,161.0
21,79.0,9.0,86.0,39.8,23.0
20,48.0,14.0,94.0,40.2,68.0
62,68.0,13.0,95.0,40.2,71.0
70,66.0,13.0,98.0,39.7,77.0
28,52.0,6.0,83.0,39.2,23.0
74,58.0,23.0,97.0,40.7,138.0
34,64.0,11.0,90.0,39.9,49.0
29,91.0,21.0,107.0,40.3,133.0
54,91.0,14.0,102.0,40.1,95.0
35,77.0,28.0,107.0,40.8,177.0
46,47.0,22.0,109.0,40.5,153.0
47,65.0,2.0,75.0,38.2,6.0
37,87.0,29.0,113.0,40.8,218.0
33,62.0,4.0,82.0,38.9,14.0
30,68.0,14.0,96.0,40.4,59.0
22,75.0,9.0,98.0,39.7,45.0
79,52.0,8.0,79.0,39.7,34.0
50,111.0,28.0,115.0,40.6,251.0
50,68.0,25.0,100.0,40.8,144.0
25,85.0,22.0,99.0,40.4,106.0
73,62.0,6.0,85.0,39.3,28.0
58,87.0,8.0,93.0,39.3,44.0
73,93.0,27.0,105.0,40.9,221.0
21,55.0,14.0,92.0,40.3,64.0
25,66.0,4.0,88.0,39.0,16.0
35,97.0,16.0,105.0,40.1,103.0
45,93.0,2.0,70.0,38.1,3.0
65,66.0,15.0,87.0,40.7,70.0
63,86.0,20.0,100.0,40.2,136.0
62,63.0,15.0,93.0,40.1,79.0
33,77.0,22.0,104.0,40.5,127.0
32,63.0,20.0,99.0,40.5,108.0
32,88.0,15.0,103.0,40.4,87.0
31,46.0,28.0,104.0,40.7,172.0
51,89.0,17.0,103.0,39.9,115.0
58,72.0,18.0,107.0,40.5,119.0
50,69.0,24.0,93.0,40.8,120.0
71,85.0,17.0,101.0,40.2,124.0
23,59.0,29.0,120.0,41.1,219.0
23,67.0,26.0,95.0,40.8,124.0
32,54.0,14.0,94.0,40.1,70.0
61,91.0,25.0,114.0,41.0,223.0
24,74.0,21.0,97.0,40.6,88.0
20,78.0,16.0,95.0,40.1,61.0
72,80.0,15.0,107.0,40.5,122.0
44,61.0,6.0,86.0,39.3,26.0
23,85.0,19.0,96.0,40.4,81.0
79,110.0,8.0,86.0,40.0,48.0
50,81.0,6.0,83.0,39.3,21.0
31,76.0,14.0,89.0,40.2,47.0
49,85.0,17.0,94.0,40.5,88.0
78,70.0,26.0,111.0,40.5,193.0
41,73.0,17.0,98.0,40.2,90.0
32,75.0,20.0,88.0,40.0,65.0
58,90.0,6.0,84.0,39.6,25.0
38,52.0,25.0,100.0,40.6,144.0
74,64.0,13.0,98.0,40.1,78.0
26,89.0,9.0,89.0,39.6,31.0
22,60.0,19.0,105.0,40.4,112.0
22,50.0,4.0,83.0,39.0,15.0
34,62.0,21.0,97.0,40.8,110.0
33,59.0,23.0,106.0,40.9,143.0
30,73.0,9.0,89.0,39.4,29.0
76,100.0,20.0,96.0,40.3,143.0
43,84.0,4.0,85.0,39.0,14.0
55,64.0,28.0,108.0,40.7,189.0
30,60.0,15.0,99.0,40.5,81.0
54,92.0,8.0,91.0,39.8,41.0
49,75.0,17.0,98.0,40.6,92.0
77,79.0,4.0,83.0,39.0,17.0
69,76.0,23.0,108.0,40.6,157.0
40,74.0,10.0,90.0,39.9,44.0
27,79.0,5.0,89.0,38.9,16.0
31,88.0,11.0,101.0,39.9,60.0
36,84.0,3.0,77.0,38.6,6.0
79,93.0,5.0,91.0,39.0,32.0
21,83.0,3.0,87.0,38.6,8.0
23,69.0,29.0,108.0,40.5,166.0
29,87.0,17.0,97.0,40.2,80.0
60,52.0,11.0,84.0,39.7,49.0
23,84.0,24.0,111.0,40.8,156.0
32,60.0,11.0,100.0,39.4,61.0
20,57.0,14.0,95.0,40.0,68.0
59,48.0,15.0,101.0,40.1,95.0
52,61.0,18.0,89.0,40.3,85.0
35,79.0,28.0,105.0,40.9,170.0
21,69.0,18.0,97.0,40.6,88.0
39,65.0,4.0,85.0,38.9,16.0
28,66.0,17.0,91.0,40.2,57.0
66,65.0,22.0,107.0,40.4,150.0
25,65.0,6.0,89.0,39.2,25.0
27,59.0,13.0,88.0,40.1,55.0
67,101.0,25.0,102.0,40.8,191.0
71,62.0,21.0,98.0,40.5,126.0
21,60.0,11.0,83.0,40.0,39.0
79,97.0,2.0,80.0,38.0,10.0
20,60.0,23.0,102.0,40.6,128.0
38,61.0,22.0,112.0,40.4,152.0
31,54.0,5.0,87.0,39.3,21.0
25,76.0,24.0,104.0,40.5,129.0
26,100.0,25.0,114.0,41.0,186.0
48,71.0,10.0,86.0,40.0,42.0
22,81.0,17.0,97.0,40.4,73.0
49,49.0,25.0,111.0,41.0,180.0
22,94.0,25.0,118.0,40.8,193.0
41,63.0,6.0,86.0,39.2,25.0
49,84.0,6.0,84.0,39.3,22.0
45,69.0,29.0,101.0,40.7,167.0
43,76.0,29.0,110.0,40.8,207.0
32,91.0,21.0,108.0,40.5,139.0
34,91.0,21.0,98.0,40.3,109.0
38,64.0,12.0,89.0,39.8,53.0
26,66.0,20.0,102.0,40.5,112.0
23,68.0,22.0,101.0,40.9,102.0
28,89.0,28.0,106.0,40.9,170.0
22,91.0,28.0,108.0,40.6,172.0
22,68.0,3.0,84.0,38.6,11.0
51,87.0,19.0,104.0,40.5,130.0
42,98.0,24.0,107.0,40.7,171.0
24,59.0,27.0,109.0,41.0,173.0
67,55.0,23.0,97.0,40.8,136.0
63,68.0,29.0,108.0,40.6,199.0
46,60.0,23.0,103.0,40.9,141.0
46,54.0,28.0,104.0,40.8,177.0
53,75.0,3.0,75.0,38.7,9.0
53,74.0,17.0,99.0,40.4,96.0
38,72.0,3.0,75.0,38.5,5.0
28,62.0,22.0,99.0,40.5,118.0
75,76.0,18.0,101.0,40.5,112.0
20,71.0,9.0,79.0,39.7,27.0
65,64.0,17.0,90.0,40.6,85.0
57,60.0,27.0,110.0,40.7,191.0
35,63.0,9.0,90.0,39.6,40.0
22,51.0,9.0,85.0,39.8,35.0
60,64.0,2.0,87.0,38.0,9.0
22,96.0,20.0,97.0,40.3,92.0
79,82.0,16.0,90.0,40.2,80.0
42,68.0,8.0,86.0,39.6,33.0
40,79.0,17.0,103.0,40.4,102.0
66,97.0,15.0,96.0,39.9,99.0
28,91.0,28.0,101.0,41.0,151.0
25,67.0,11.0,94.0,39.8,52.0
32,56.0,6.0,81.0,39.3,21.0
37,66.0,19.0,94.0,40.6,93.0
74,57.0,18.0,103.0,40.2,120.0
60,66.0,3.0,85.0,38.5,13.0
25,54.0,5.0,90.0,39.0,22.0
44,68.0,16.0,101.0,40.3,92.0
71,68.0,24.0,100.0,40.8,147.0
31,109.0,21.0,95.0,40.5,105.0
26,60.0,20.0,103.0,40.6,115.0
41,69.0,15.0,95.0,40.5,76.0
23,61.0,8.0,90.0,39.6,35.0
57,94.0,28.0,115.0,41.0,251.0
33,81.0,19.0,102.0,40.6,105.0
58,73.0,19.0,99.0,40.5,109.0
33,66.0,14.0,95.0,40.0,58.0
50,63.0,9.0,90.0,39.5,43.0
46,90.0,17.0,94.0,40.4,88.0
32,65.0,14.0,85.0,40.2,54.0
26,60.0,21.0,98.0,40.8,110.0
38,73.0,11.0,95.0,39.7,54.0
37,74.0,22.0,103.0,40.3,126.0
21,90.0,21.0,95.0,40.7,86.0
46,83.0,25.0,101.0,40.7,152.0
26,78.0,13.0,95.0,39.9,53.0
74,71.0,22.0,102.0,40.8,140.0
26,84.0,17.0,89.0,40.0,56.0
62,68.0,21.0,99.0,40.5,123.0
21,82.0,3.0,84.0,38.5,7.0
27,51.0,24.0,107.0,40.8,152.0
20,61.0,6.0,83.0,39.6,21.0
60,76.0,14.0,102.0,40.2,94.0
22,65.0,13.0,99.0,40.4,68.0
43,51.0,19.0,97.0,40.1,105.0
37,65.0,25.0,101.0,40.7,142.0
27,79.0,17.0,94.0,40.3,68.0
29,82.0,13.0,99.0,39.8,64.0
79,60.0,17.0,98.0,40.7,105.0
52,55.0,23.0,106.0,40.6,152.0
